iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;b0;judgement
50;39;60;1;5;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian ;average ;altenbochum ;11;;0;;0;hor ;hor ;cui20 ;prx7 ;loc3 ;neutral;neutral;italian;cheap;neutral;1;fine
51;1;100;0;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art des Restaurants hätte ich gerne.  ;request;ALL;foodtype ;field ;open;1;41;1;yes foodtype ;logical field ;1;0;0;1;0;0;0;1;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Die griechische Küche würd mich interessieren.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;1;;neutral;neutral;greek;neutral;neutral;;;;;;2;0;1;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;3;100;0;1;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Ich suche eine Restaurant in dem man mittags Ente essen gehen kann.  ;request;time;poultry midday ;foodtype time ;choice;1;11;2;poultry midday foodtype ;foodtype time field ;2;0;0;1;0;0;0;1;0;2;;midday;neutral;poultry;neutral;neutral;;;greek ;;;4;0;0;provide ;12;;hor ;cui22 ;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;4;100;0;1;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Die griechische Küche.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;9;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;3;;midday;neutral;greek;neutral;neutral;midday ;;poultry greek ;;;4;0;0;provide ;3;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;5;100;0;1;An welchem Tag beabsichtigen Sie essen zu gehen? ;Am Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;0;4;;midday;tuesday;greek;neutral;neutral;midday ;;greek poultry ;;;5;0;0;provide ;2;hor ;hor ;cui22 ;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;6;100;0;1;Wieviel möchten Sie ungefähr pro Person ausgeben?;Ca 30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;5;;midday;tuesday;greek;expensive;neutral;midday ;tuesday ;greek ;;;6;0;0;provide ;3;;;cui22 ;;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;7;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;6;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;6;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;8;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Ort und den Preis.  ;request;field;localization price ;field field ;closed;1;28;2;localizationn price ;field field ;1;0;1;0;0;0;0;1;1;6;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;8;0;0;provide ;5;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;9;100;0;1;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Im Zentrum wäre ganz recht.  ;indicateValues;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;9;0;0;provide ;5;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;10;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;9;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;11;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;12;100;0;1;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;10;0;0;provide ;2;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;13;100;0;1;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;50 Euro.  ;repetitionRequest;price;expensive ;price ;closed;0;9;1;expensive ;price ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;greek;expensive;centre;midday ;tuesday ;greek ;average expensive ;centre ;10;0;0;provide ;2;hor ;hor ;cui22 ;prx3 prx4 prx5 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;14;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive average ;centre ;10;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;15;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Art der Küche.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive ;centre ;10;0;0;provide ;4;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;16;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Hm, italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;9;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive ;centre ;11;0;0;provide ;3;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;17;100;0;1;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Die italienische Küche.  ;repetitionRequest;foodtype;italian ;foodtype ;closed;0;9;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;9;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;italian greek ;expensive ;centre ;11;0;0;provide ;3;hor ;hor ;cui20 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;18;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;9;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian greek ;expensive ;centre ;11;0;0;accept ;1;hor ;hor ;cui20 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;19;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Ort.  ;request;field;localization ;field ;closed;1;28;1;localization ;field ;1;0;0;0;1;0;0;0;0;9;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian ;expensive ;centre ;11;0;0;provide ;2;hor ;hor ;cui20 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;20;100;0;1;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;In Querenburg.  ;indicateValues1;localization;querenburg ;localization ;choice;1;15;1;querenburg ;localization ;1;0;0;0;1;0;0;0;0;10;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian ;expensive ;centre ;12;0;0;provide ;2;hor ;hor ;cui20 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;21;100;0;1;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Querenburg.  ;repetitionRequest;localization;querenburg ;localization ;closed;0;9;1;querenburg ;localization ;1;0;0;0;1;0;0;0;0;10;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian ;expensive ;querenburg centre ;12;0;0;provide ;1;hor ;hor ;cui20 ;prx8 ;loc12 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;22;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Nein.  ;offerModification;logical;no ;logical ;choice;0;13;1;no ;logical ;1;0;0;0;1;0;0;0;0;10;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian ;expensive ;querenburg centre ;12;0;0;neglect ;1;hor ;hor ;cui20 ;prx8 ;loc12 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
51;23;100;0;1;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;10;;midday;tuesday;italian;expensive;querenburg;midday ;tuesday ;italian ;expensive ;querenburg ;12;;0;;0;hor ;hor ;cui20 ;prx8 ;loc12 ;neutral;neutral;poultry;neutral;neutral;3.3;bad
52;1;70;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Dienstag Abend in Grumme griechisch essen.  ;request;ALL;tuesday greek evening grumme ;date foodtype time localization ;open;1;41;4;tuesday evening grumme yes choice ;date time localization logical action ;3;1;0;2;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;;;;;;4;0;0;provide ;9;;;;;;evening;tuesday;greek;cheap;grumme;2.5;fine
52;2;70;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Der Ort.  ;request;ALL;localization ;field ;open;1;41;1;localization ;field ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;grumme ;5;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc7 ;evening;tuesday;greek;cheap;grumme;2.5;fine
52;3;70;0;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Andere Möglichkeiten.  ;indicateValues1;localization;nextchoice ;action ;choice;1;15;1;nextchoice ;action ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;grumme ;6;0;0;;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc7 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
52;4;70;0;2;Die anderen Möglichkeiten sind Langendreer, Riemke, Gerthe oder Weitmar.;Dann nehmen wir Weitmar.  ;indicateValues2;localization;weitmar ;localization ;choice;1;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;;grumme ;7;0;0;provide ;4;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc7 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
52;5;70;0;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;In Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;;weitmar grumme ;7;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc8 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
52;6;70;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Ja, griechisch wäre ganz prima.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;local greek yes ;foodtype foodtype logical ;1;0;0;2;0;0;0;1;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;;weitmar grumme ;7;0;0;provide ;5;hor6 ;hor6 ;;;loc8 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
52;7;70;0;2;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Die griechische.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;9;1;greek ;foodtype ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;local greek ;;weitmar ;7;0;0;provide ;2;hor6 ;hor6 ;cui14 cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
52;8;70;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;1;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek local ;;weitmar ;7;;0;;0;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;2.5;fine
53;1;70;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte chinesisch essen.  ;request;ALL;chinese ;foodtype ;open;1;41;1;repeat ;action ;0;1;0;1;0;0;0;1;3;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;4;;;;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;2;70;1;3;Sie können eine Anfrage durchführen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, nach dem ungefähren Ort des Restaurants oder nach seinen Öffnungszeiten. Wie lautet Ihre Anfrage?;Die Art des Restaurants.  ;request;ALL;foodtype ;field ;open;1;32;1;foodtype ;field ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;4;;;;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;3;70;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Hm, ich bevorzuge die chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese foodtype ;foodtype field ;1;0;0;1;0;0;0;1;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;6;;;;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;4;70;1;3;Sie möchten also chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;2;0;0;affirm ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;5;70;1;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Mittagessen wäre prima.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;5;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;6;70;1;3;Sie möchten also mittags essen gehen?;Das ist richtig.  ;explConfirm;;yes ;logical ;closed;0;6;1;;;0;1;0;0;0;0;1;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;0;0;affirm ;3;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;7;70;1;3;Wiederholen Sie bitte die Tageszeit der Mahlzeit.;Gegen Mittag wäre schön.  ;repetitionRequest;time;midday ;time ;closed;0;7;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;4;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;8;70;1;3;Sie möchten also mittags essen gehen?;Richtig.  ;explConfirm;;yes ;logical ;closed;0;6;1;;;0;1;0;0;0;0;1;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;9;70;1;3;Wiederholen Sie bitte die Tageszeit der Mahlzeit.;Mittags.  ;repetitionRequest;time;midday ;time ;closed;0;7;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;10;70;1;3;Sie möchten also mittags essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;11;70;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Heute.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;2;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;;4;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;12;70;1;3;Sie möchten also Montag essen gehen?;Jawohl.  ;explConfirm;;yes ;logical ;closed;0;6;1;;;0;1;0;0;0;0;1;0;2;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;4;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;13;70;1;3;Wiederholen Sie bitte den Wochentag.;Morgen.  ;repetitionRequest;date;tuesday ;date ;closed;0;5;1;tuesday ;date ;1;0;0;0;1;0;0;0;2;2;;midday;tuesday;chinese;expensive;centre;midday ;;chinese ;;;5;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;14;70;1;3;Sie möchten also Dienstag essen gehen?;Nein Montag.  ;explConfirm;;monday ;date ;closed;0;6;1;monday repeat ;date action ;1;0;0;1;0;0;0;1;2;3;;midday;monday;chinese;expensive;centre;midday ;tuesday ;chinese ;;;5;0;0;provide ;2;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;15;70;1;3;Welche Summe beabsichtigen Sie pro Person auszugeben? ;50 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;monday tuesday ;chinese ;;;6;0;0;provide ;2;hor ;hor01 hor02 hor3 ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;16;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;6;0;0;provide ;1;;;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;17;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;6;0;0;provide ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;18;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;60.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;6;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;19;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;30.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;6;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;20;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;45 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;3;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;6;0;0;provide ;2;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;21;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;4;;midday;monday;chinese;average;centre;midday ;tuesday monday ;chinese ;;;7;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;22;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;80.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;5;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;7;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;23;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Nichts.  ;request;price;not_classifiable ;action ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;5;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;8;0;0;;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;24;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;90.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;5;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;8;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
53;25;70;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;request;price;;;closed;0;7;0;;;;;;;;;;;1;5;;midday;monday;chinese;expensive;centre;midday ;tuesday monday ;chinese ;;;8;;0;;0;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;2.1;fine
54;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Die Art der Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;3;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;4;;;;;;neutral;neutral;italian;average;querenburg;3.5;bad
54;2;100;0;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;2;0;;neutral;neutral;italian;average;querenburg;;;;;;2;0;0;provide ;2;;;;;;neutral;neutral;italian;average;querenburg;3.5;bad
54;3;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;1;;midday;neutral;italian;average;querenburg;;;italian ;;;3;0;0;provide ;3;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3.5;bad
54;4;100;0;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;Am Mittwoch.  ;request;date;wednesday ;date ;closed;0;8;1;wednesday ;date ;1;0;0;0;1;0;0;0;2;2;;midday;wednesday;italian;average;querenburg;midday ;;italian ;;;4;0;0;provide ;2;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3.5;bad
54;5;100;0;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;1;3;;midday;wednesday;italian;expensive;querenburg;midday ;wednesday ;italian ;;;5;0;0;provide ;2;;;cui20 ;;;neutral;neutral;italian;average;querenburg;3.5;bad
54;6;100;0;4;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;4;;midday;wednesday;italian;cheap;querenburg;midday ;wednesday ;italian ;expensive ;;5;0;0;accept ;1;hor ;hor ;cui20 ;prx8 ;;neutral;neutral;italian;cheap;querenburg;3.5;bad
